pair_idx,condition,method,A_idx,B_idx,A_subject,B_subject,A_relation,B_relation,n_mlp_A,n_mlp_B,n_attn_A,n_attn_B,p_new_A_solo,p_new_B_solo,p_new_A_postA,p_new_A_postAB,p_new_B_postAB,p_true_A_postAB,p_true_B_postAB,kl_A_solo,kl_B_solo,kl_postA,kl_postAB,retention_A,retention_A_abs,success_B,kl_super_additivity,status,n_mlp_total,n_attn_total,n_params_total,kl_max_solo,kl_min_solo,kl_sum_solo,kl_postAB_vs_max_solo,kept
20,disjoint,ROMEtrace,3705,3080,Vlada Roslyakova,Ek Hi Bhool,P103,P364,5,5,0,0,0.998940646648407,0.9426174759864807,0.998940646648407,1.4038679552186295e-08,0.9998643398284912,7.288106000423271e-16,4.6074693506999985e-42,41.67639923095703,14.539101600646973,41.67639923095703,33.32432556152344,1.4053567245749918e-08,1.4038679552186295e-08,0.9998643398284912,-22.891175270080566,ok,10,0,10,41.67639923095703,14.539101600646973,56.215500831604004,0.7995970423656534,0
20,disjoint,Random,3705,3080,Vlada Roslyakova,Ek Hi Bhool,P103,P364,2,15,0,0,0.9984548091888428,0.999860405921936,0.9984548091888428,0.055831581354141235,0.9633188247680664,6.804486877888131e-25,5.605193857299268e-45,14.174982070922852,10.783700942993164,14.174982070922852,30.682113647460938,0.05591798531122256,0.055831581354141235,0.9633188247680664,5.723430633544922,ok,17,0,17,14.174982070922852,10.783700942993164,24.958683013916016,2.1645257464134064,0
21,disjoint,ACDC,3208,4355,Mercury Comet,SAM Colombia,P176,P17,1,2,1,2,1.0,3.737994802577305e-09,1.0,1.0,1.4623382412537467e-05,1.5950250872861277e-28,9.572593683003229e-21,8.175332069396973,12.583305358886719,8.175332069396973,15.03035831451416,1.0,1.0,1.4623382412537467e-05,-5.728279113769531,ok,3,3,6,12.583305358886719,8.175332069396973,20.75863742828369,1.1944682168822405,1
21,disjoint,ROMEtrace,3208,4355,Mercury Comet,SAM Colombia,P176,P17,5,5,0,0,1.0,0.6626691818237305,1.0,0.00014018506044521928,0.9991523027420044,2.8847554609361396e-16,1.4857266968003873e-39,19.35902976989746,27.22429656982422,19.35902976989746,22.926132202148438,0.00014018506044521928,0.00014018506044521928,0.9991523027420044,-23.657194137573242,ok,10,0,10,27.22429656982422,19.35902976989746,46.58332633972168,0.8421202782355844,0
21,disjoint,Random,3208,4355,Mercury Comet,SAM Colombia,P176,P17,1,2,0,0,1.0,0.9999979734420776,1.0,3.073424625910093e-09,0.9997889399528503,4.618727972722034e-18,3.215360462695416e-35,5.241931438446045,19.218570709228516,5.241931438446045,24.135595321655273,3.073424625910093e-09,3.073424625910093e-09,0.9997889399528503,-0.3249068260192871,ok,3,0,3,19.218570709228516,5.241931438446045,24.46050214767456,1.255847569874989,0
22,disjoint,ACDC,737,1066,Montrealer,Pare Glacier,P138,P30,9,3,11,1,0.9947071075439453,0.999990701675415,0.9947071075439453,4.0446400817018e-05,0.9999958276748657,1.4056135667639203e-36,0.0,39.13231658935547,37.960899353027344,39.13231658935547,41.18455123901367,4.066161839024671e-05,4.0446400817018e-05,0.9999958276748657,-35.90866470336914,ok,12,12,24,39.13231658935547,37.960899353027344,77.09321594238281,1.0524434745633342,0
22,disjoint,ROMEtrace,737,1066,Montrealer,Pare Glacier,P138,P30,5,5,0,0,0.9558345675468445,0.9829064011573792,0.9558345675468445,8.558181347552055e-17,0.9998970031738281,1.4141812765104535e-21,7.339958344117808e-35,22.757823944091797,18.35833740234375,22.757823944091797,22.191261291503906,8.953621932210176e-17,8.558181347552055e-17,0.9998970031738281,-18.92490005493164,ok,10,0,10,22.757823944091797,18.35833740234375,41.11616134643555,0.9751047088693655,0
22,disjoint,Random,737,1066,Montrealer,Pare Glacier,P138,P30,9,3,0,0,0.9886898994445801,0.9215880036354065,0.9886898994445801,1.003695737633592e-11,0.9998933672904968,1.1882846008425338e-25,9.48502904799509e-36,14.14035701751709,12.254348754882812,14.14035701751709,28.643054962158203,1.015177497208621e-11,1.003695737633592e-11,0.9998933672904968,2.248349189758301,ok,12,0,12,14.14035701751709,12.254348754882812,26.394705772399902,2.0256245953815135,0
23,disjoint,ACDC,4951,124,Propellerhead Software,Houston,P159,P190,12,11,7,19,0.9998159408569336,1.0,0.9998159408569336,0.053006526082754135,0.9997300505638123,2.267590296160842e-23,0.0,40.09541320800781,47.57112121582031,40.09541320800781,29.974687576293945,0.05301628421459524,0.053006526082754135,0.9997300505638123,-57.69184684753418,ok,23,26,49,47.57112121582031,40.09541320800781,87.66653442382812,0.6301026086878424,0
23,disjoint,ROMEtrace,4951,124,Propellerhead Software,Houston,P159,P190,5,5,0,0,0.9963592886924744,0.9260786175727844,0.9963592886924744,0.12255533039569855,0.012619676999747753,8.812292562332402e-11,3.555123548388346e-24,12.273271560668945,17.932573318481445,12.273271560668945,19.8388671875,0.12300314935240712,0.12255533039569855,0.012619676999747753,-10.36697769165039,ok,10,0,10,17.932573318481445,12.273271560668945,30.20584487915039,1.1063034197693151,0
23,disjoint,Random,4951,124,Propellerhead Software,Houston,P159,P190,12,11,0,0,0.998548150062561,1.0,0.998548150062561,3.9313083424051705e-16,0.9979598522186279,2.857120092861488e-19,2.728513523639973e-31,43.630889892578125,39.85365295410156,43.630889892578125,33.960628509521484,3.9370243109046533e-16,3.9313083424051705e-16,0.9979598522186279,-49.5239143371582,ok,23,0,23,43.630889892578125,39.85365295410156,83.48454284667969,0.7783620410478584,0
24,disjoint,ACDC,1667,4770,Aalwar,Torsten Frings,P364,P641,8,14,5,48,0.9827826023101807,0.9999793767929077,0.9827826023101807,0.9999768733978271,4.224652633879602e-15,5.084813427146042e-16,0.0,19.021169662475586,27.754993438720703,19.021169662475586,36.729068756103516,1.0174954980350983,0.9999768733978271,4.224652633879602e-15,-10.047094345092773,ok,22,53,75,27.754993438720703,19.021169662475586,46.77616310119629,1.3233319199731164,1
24,disjoint,ROMEtrace,1667,4770,Aalwar,Torsten Frings,P364,P641,5,5,0,0,0.999116063117981,0.4495907425880432,0.999116063117981,0.11832743883132935,0.9999988079071045,9.937584088959284e-11,9.858555086064386e-40,25.515460968017578,10.473875045776367,25.515460968017578,24.911762237548828,0.11843212535494649,0.11832743883132935,0.9999988079071045,-11.077573776245117,ok,10,0,10,25.515460968017578,10.473875045776367,35.989336013793945,0.9763398854041689,0
24,disjoint,Random,1667,4770,Aalwar,Torsten Frings,P364,P641,8,14,0,0,0.9999995231628418,0.9999996423721313,0.9999995231628418,0.9915711283683777,0.9999736547470093,1.3137847875140408e-28,3.4886436712045897e-35,48.8342399597168,31.043155670166016,48.8342399597168,24.098011016845703,0.9915716011865622,0.9915711283683777,0.9999736547470093,-55.77938461303711,ok,22,0,22,48.8342399597168,31.043155670166016,79.87739562988281,0.49346546678568304,1
25,disjoint,ACDC,1128,3605,Kfar Giladi,Windows Live Mail,P17,P176,7,4,7,1,0.6322307586669922,1.0,0.6322307586669922,8.394453047470656e-30,1.0,1.0048717219586247e-30,0.0,20.02053451538086,52.05864334106445,20.02053451538086,60.13140106201172,1.3277514471408647e-29,8.394453047470656e-30,1.0,-11.947776794433594,ok,11,8,19,52.05864334106445,20.02053451538086,72.07917785644531,1.1550704590601457,0
25,disjoint,ROMEtrace,1128,3605,Kfar Giladi,Windows Live Mail,P17,P176,5,5,0,0,0.999847948551178,7.343545860294398e-08,0.999847948551178,2.693806811933353e-15,1.0,5.960042509729016e-27,1.514030611288482e-31,12.898215293884277,14.012762069702148,12.898215293884277,33.48805236816406,2.6942164714512773e-15,2.693806811933353e-15,1.0,6.577075004577637,ok,10,0,10,14.012762069702148,12.898215293884277,26.910977363586426,2.389825232283836,0
25,disjoint,Random,1128,3605,Kfar Giladi,Windows Live Mail,P17,P176,7,4,0,0,0.9999784827232361,1.0,0.9999784827232361,0.9999838471412659,2.984791525051378e-09,0.0,8.866121953964673e-19,9.458980560302734,30.750377655029297,9.458980560302734,12.576133728027344,1.00000536453346,0.9999838471412659,2.984791525051378e-09,-27.633224487304688,ok,11,0,11,30.750377655029297,9.458980560302734,40.20935821533203,0.40897493582393407,1
26,disjoint,ACDC,1694,3950,Gmail,Dodge Monaco,P178,P176,25,10,168,50,1.5476125554414466e-05,0.9999902248382568,1.5476125554414466e-05,0.9677028656005859,0.02847837656736374,5.34601606115272e-26,2.2139909478564504e-36,15.556330680847168,28.294086456298828,15.556330680847168,31.730138778686523,62528.75515891346,0.9677028656005859,0.02847837656736374,-12.120278358459473,ok,35,218,253,28.294086456298828,15.556330680847168,43.850417137145996,1.121440652543944,1
26,disjoint,ROMEtrace,1694,3950,Gmail,Dodge Monaco,P178,P176,5,5,0,0,0.9035624861717224,0.5307081937789917,0.9035624861717224,1.1557835932762828e-07,0.9998568296432495,5.975462747832426e-17,3.319789286901409e-38,19.47760772705078,9.290252685546875,19.47760772705078,12.391899108886719,1.2791407467270898e-07,1.1557835932762828e-07,0.9998568296432495,-16.375961303710938,ok,10,0,10,19.47760772705078,9.290252685546875,28.767860412597656,0.6362125822914418,0
26,disjoint,Random,1694,3950,Gmail,Dodge Monaco,P178,P176,25,10,0,0,0.9548559784889221,0.6360321640968323,0.9548559784889221,1.7709052540365589e-12,0.9999923706054688,6.731556649682729e-16,0.0,36.320091247558594,9.523100852966309,36.320091247558594,34.95469665527344,1.8546307442500912e-12,1.7709052540365589e-12,0.9999923706054688,-10.888495445251465,ok,35,0,35,36.320091247558594,9.523100852966309,45.8431921005249,0.9624066310026979,0
27,disjoint,ACDC,362,1791,Daniel Royer,Hidamari Sketch,P413,P495,9,7,18,12,1.0,2.907730767276462e-08,1.0,1.4643664059121875e-10,0.9988895058631897,4.494469314694625e-19,1.5445532063327431e-40,47.061546325683594,12.183782577514648,47.061546325683594,37.587791442871094,1.4643664059121875e-10,1.4643664059121875e-10,0.9988895058631897,-21.65753746032715,ok,16,30,46,47.061546325683594,12.183782577514648,59.24532890319824,0.7986943561681855,0
27,disjoint,ROMEtrace,362,1791,Daniel Royer,Hidamari Sketch,P413,P495,5,5,0,0,1.0,0.26674333214759827,1.0,0.10902997851371765,0.8293201327323914,3.397683739858719e-17,9.099550300313994e-23,16.173574447631836,16.540645599365234,16.173574447631836,14.74345588684082,0.10902997851371765,0.10902997851371765,0.8293201327323914,-17.97076416015625,ok,10,0,10,16.540645599365234,16.173574447631836,32.71422004699707,0.8913470637087235,0
27,disjoint,Random,362,1791,Daniel Royer,Hidamari Sketch,P413,P495,9,7,0,0,0.9999998807907104,0.9999963045120239,0.9999998807907104,0.00016879706527106464,0.9999740123748779,2.5837534650870567e-27,8.186665888278446e-41,25.806379318237305,53.311622619628906,25.806379318237305,17.254844665527344,0.00016879708539324525,0.00016879706527106464,0.9999740123748779,-61.86315727233887,ok,16,0,16,53.311622619628906,25.806379318237305,79.11800193786621,0.3236600916959194,0
28,disjoint,ACDC,1794,1058,Hiroshi Takemura,George Thalben-Ball,P19,P106,22,6,25,3,0.9996187686920166,0.9999895691871643,0.9996187686920166,0.9997751712799072,0.9990891218185425,4.32917147568509e-41,2.5808698780334026e-25,7.742021560668945,21.217304229736328,7.742021560668945,21.7086124420166,1.0001564622361936,0.9997751712799072,0.9990891218185425,-7.250713348388672,ok,28,28,56,21.217304229736328,7.742021560668945,28.959325790405273,1.0231560148716583,1
28,disjoint,ROMEtrace,1794,1058,Hiroshi Takemura,George Thalben-Ball,P19,P106,5,5,0,0,3.6901942621625494e-06,0.11225578188896179,3.6901942621625494e-06,5.47829248631615e-09,0.9982833862304688,2.6668361963189113e-10,1.1112361496176381e-29,9.34614372253418,12.766654014587402,9.34614372253418,20.10795021057129,0.001484553954919904,5.47829248631615e-09,0.9982833862304688,-2.004847526550293,ok,10,0,10,12.766654014587402,9.34614372253418,22.112797737121582,1.5750368254356697,0
28,disjoint,Random,1794,1058,Hiroshi Takemura,George Thalben-Ball,P19,P106,22,6,0,0,0.9997660517692566,0.9999776482582092,0.9997660517692566,0.9987170696258545,3.4675263123062905e-06,6.527162309635772e-31,1.7569594091613337e-20,29.994482040405273,23.40292739868164,29.994482040405273,15.200796127319336,0.9989507723916553,0.9987170696258545,3.4675263123062905e-06,-38.19661331176758,ok,28,0,28,29.994482040405273,23.40292739868164,53.397409439086914,0.5067864184766548,1
